"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R660","2019-09-19 23:00:00","20.000","121.000","1.700","26.600","-99.000","1005.200","","0.000","-99.000","-99.000","-99.000","29.400","","25.400",""
"C0UA10","2019-09-19 23:00:00","1711.000","335.000","0.600","13.400","1.000","831.300","","0.500","-99.000","-99.000","-99.000","17.000","","10.100",""
"C0V770","2019-09-19 23:00:00","26.000","353.000","0.800","24.800","0.710","1004.200","","0.000","-99.000","-99.000","-99.000","31.400","","24.200",""
"C0E730","2019-09-19 23:00:00","26.000","35.000","3.000","24.000","0.790","1006.200","","0.000","-99.000","-99.000","-99.000","28.300","","24.000",""
"C0V810","2019-09-19 23:00:00","32.000","346.000","2.800","25.200","0.730","1002.300","","0.000","-99.000","-99.000","-99.000","29.700","","24.900",""
"C0A9C0","2019-09-19 23:00:00","35.000","34.000","3.200","25.200","0.700","1007.200","","0.500","9.700","13.000","","26.900","","24.200",""
"C0X310","2019-09-19 23:00:00","9.000","12.000","6.000","24.700","0.740","1007.200","","0.000","-99.000","-99.000","-99.000","29.100","","24.300",""
"C0K510","2019-09-19 23:00:00","10.000","7.000","3.600","24.400","0.720","1005.600","","0.000","9.000","19.000","","30.500","","24.300",""
"C0M780","2019-09-19 23:00:00","30.000","32.000","1.700","23.600","0.740","1004.400","","0.000","-99.000","-99.000","-99.000","31.800","","23.200",""
"C0G850","2019-09-19 23:00:00","62.000","17.000","1.400","25.400","0.700","999.700","","0.000","-99.000","-99.000","-99.000","33.100","","25.400",""
"C0K530","2019-09-19 23:00:00","12.000","28.000","7.000","24.800","0.740","1006.400","","0.000","13.500","12.000","","28.000","","24.800",""
"C0V750","2019-09-19 23:00:00","50.000","4.000","2.500","25.100","0.740","1002.700","","0.000","-99.000","-99.000","-99.000","31.800","","24.500",""
"C0M830","2019-09-19 23:00:00","540.000","0.000","0.000","22.900","0.990","948.500","","0.500","-99.000","-99.000","-99.000","29.200","","21.500",""
"C0T790","2019-09-19 23:00:00","2830.000","346.000","1.000","9.200","0.760","725.400","","0.000","-99.000","-99.000","-99.000","23.700","","8.200",""
"C0S730","2019-09-19 23:00:00","110.000","23.000","9.600","26.400","0.670","994.500","","0.000","16.300","17.000","","27.400","","25.600",""
"C0F9X0","2019-09-19 23:00:00","166.000","41.000","7.100","23.200","0.790","989.500","","0.000","13.800","36.000","","28.200","","23.200",""
"C0F9Q0","2019-09-19 23:00:00","149.000","22.000","7.700","23.400","0.800","989.700","","0.000","16.800","25.000","","29.000","","23.300",""
"C0E780","2019-09-19 23:00:00","160.000","335.000","0.600","23.300","0.800","990.300","","0.000","-99.000","-99.000","-99.000","29.200","","23.000",""
"C0SA80","2019-09-19 23:00:00","136.000","228.000","0.400","23.400","0.920","992.200","","0.000","-99.000","-99.000","-99.000","29.500","","21.900",""
"C0T960","2019-09-19 23:00:00","120.000","0.000","0.000","21.900","0.990","993.700","","0.000","-99.000","-99.000","-99.000","31.300","","21.100",""
"C0UA50","2019-09-19 23:00:00","808.000","317.000","5.100","18.600","0.990","919.800","","0.000","13.200","309.000","","22.300","","17.500",""
"C0U860","2019-09-19 23:00:00","5.000","89.000","1.400","24.300","0.790","1009.400","","0.500","-99.000","-99.000","-99.000","29.400","","23.400",""
"C0F0C0","2019-09-19 23:00:00","983.000","0.000","0.000","18.700","0.990","900.000","","0.000","-99.000","-99.000","-99.000","25.500","","18.100",""
"C0D480","2019-09-19 23:00:00","223.000","0.000","0.000","21.400","0.970","984.800","","1.000","-99.000","-99.000","-99.000","26.700","","20.600",""
"C0K291","2019-09-19 23:00:00","8.000","12.000","6.000","24.700","0.740","1006.800","","0.000","12.200","5.000","","29.300","","24.600",""
"C0X170","2019-09-19 23:00:00","50.000","32.000","1.800","24.300","0.740","1001.000","","0.000","-99.000","-99.000","-99.000","32.400","","23.400",""
"C0AH30","2019-09-19 23:00:00","755.000","340.000","6.900","18.200","1.000","926.000","","1.000","13.900","341.000","","20.200","","18.200",""
"C0R130","2019-09-19 23:00:00","1040.000","252.000","0.700","19.800","0.990","892.800","","0.000","-99.000","-99.000","-99.000","26.100","","18.900",""
"C0M790","2019-09-19 23:00:00","15.000","24.000","2.400","24.100","0.680","1004.600","","0.000","-99.000","-99.000","-99.000","30.800","","23.800",""
"C0E530","2019-09-19 23:00:00","341.000","46.000","3.100","21.400","0.850","969.700","","0.000","9.600","47.000","","27.100","","21.300",""
"C0I520","2019-09-19 23:00:00","3860.000","-99.000","-99.000","6.500","0.650","640.800","","-99.000","-99.000","-99.000","-99.000","13.200","","5.100",""
"C0C590","2019-09-19 23:00:00","72.000","28.000","4.000","24.700","0.720","1001.900","","1.500","10.500","18.000","","26.600","","22.800",""
"C0V660","2019-09-19 23:00:00","25.000","8.000","3.400","25.000","0.710","1005.300","","0.000","9.400","2.000","","31.900","","24.300",""
"C0F9R0","2019-09-19 23:00:00","20.000","47.000","6.100","24.500","0.850","1006.300","","0.000","13.300","49.000","","29.500","","24.500",""
"C0W130","2019-09-19 23:00:00","18.000","25.000","8.000","25.400","0.710","1005.400","","0.000","16.300","20.000","","27.900","","25.400",""
"C0C700","2019-09-19 23:00:00","151.000","51.000","2.300","23.100","0.800","994.100","","1.500","7.500","54.000","","26.900","","22.400",""
"C0R100","2019-09-19 23:00:00","1006.000","0.000","0.000","19.600","1.000","899.000","","9.000","-99.000","-99.000","-99.000","25.200","","18.600",""
"C0X120","2019-09-19 23:00:00","28.000","355.000","3.100","24.400","0.740","1005.200","","0.000","-99.000","-99.000","-99.000","31.900","","23.900",""
"C0R670","2019-09-19 23:00:00","26.000","73.000","2.200","27.100","-99.000","1004.700","","0.000","-99.000","-99.000","-99.000","29.500","","26.700",""
"C0W110","2019-09-19 23:00:00","16.000","36.000","9.300","-99.000","-99.000","1010.200","","0.000","19.400","28.000","","-999.000","","-999.000",""
"CM0130","2019-09-19 23:00:00","11.000","352.000","4.700","25.100","0.700","1006.900","","0.000","-99.000","-99.000","-99.000","28.900","","24.800",""
"C0AC70","2019-09-19 23:00:00","71.000","0.000","0.000","24.400","0.800","1002.800","","1.000","-99.000","-99.000","-99.000","27.400","","23.300",""
"CM0100","2019-09-19 23:00:00","25.000","72.000","2.000","23.200","0.820","1007.700","","1.500","-99.000","-99.000","-99.000","27.700","","23.200",""
"C0X050","2019-09-19 23:00:00","25.000","38.000","1.200","23.000","0.850","1003.600","","0.000","-99.000","-99.000","-99.000","31.800","","22.600",""
"C0K580","2019-09-19 23:00:00","26.000","3.000","1.300","23.900","0.750","1005.700","","0.000","-99.000","-99.000","-99.000","31.500","","23.300",""
"C0G650","2019-09-19 23:00:00","34.000","352.000","1.400","24.900","0.650","1003.300","","0.000","-99.000","-99.000","-99.000","32.200","","24.800",""
"C0T9B0","2019-09-19 23:00:00","558.000","268.000","1.300","21.500","0.740","946.400","","0.000","-99.000","-99.000","-99.000","26.900","","20.600",""
"C0E850","2019-09-19 23:00:00","104.000","36.000","1.700","23.800","0.770","997.600","","0.000","-99.000","-99.000","-99.000","28.000","","23.700",""
"C0S990","2019-09-19 23:00:00","409.000","351.000","1.600","23.400","0.820","962.700","","0.000","-99.000","-99.000","-99.000","26.700","","22.300",""
"C0X240","2019-09-19 23:00:00","394.000","0.000","0.200","20.800","0.960","963.900","","0.000","-99.000","-99.000","-99.000","28.900","","20.500",""
"C0I090","2019-09-19 23:00:00","910.000","107.000","0.800","20.400","0.940","908.700","","0.000","-99.000","-99.000","-99.000","25.900","","19.700",""
"C0I490","2019-09-19 23:00:00","1601.000","72.000","0.800","16.700","0.990","838.800","","0.000","-99.000","-99.000","-99.000","24.300","","15.900",""
"C0Z050","2019-09-19 23:00:00","830.000","267.000","0.300","19.100","0.890","918.800","","0.000","-99.000","-99.000","-99.000","24.500","","18.100",""
"C0X150","2019-09-19 23:00:00","18.000","27.000","2.700","24.500","0.750","1006.700","","0.000","-99.000","-99.000","-99.000","31.900","","23.900",""
"C0R690","2019-09-19 23:00:00","248.000","13.000","1.100","23.700","-99.000","978.900","","0.000","-99.000","-99.000","-99.000","27.900","","22.700",""
"C0U720","2019-09-19 23:00:00","1260.000","250.000","0.800","17.200","0.890","886.100","","0.000","-99.000","-99.000","-99.000","21.700","","14.400",""
"C0W140","2019-09-19 23:00:00","21.000","46.000","4.700","25.400","0.630","1009.600","","0.000","11.200","42.000","","29.700","","25.400",""
"C0G660","2019-09-19 23:00:00","27.000","7.000","1.900","24.400","0.710","1006.000","","0.000","7.800","354.000","","31.600","","24.300",""
"C0E750","2019-09-19 23:00:00","62.000","38.000","3.600","24.300","0.740","1001.000","","0.000","10.900","54.000","","28.800","","24.300",""
"C0U520","2019-09-19 23:00:00","517.000","303.000","1.200","19.400","0.990","955.500","","0.500","-99.000","-99.000","-99.000","24.500","","18.000",""
"C0T9G0","2019-09-19 23:00:00","605.000","237.000","0.500","21.000","0.990","942.300","","0.000","-99.000","-99.000","-99.000","26.500","","19.500",""
"C0S700","2019-09-19 23:00:00","507.000","204.000","0.700","21.800","0.910","952.500","","0.000","-99.000","-99.000","-99.000","26.800","","19.700",""
"C0Z310","2019-09-19 23:00:00","59.000","337.000","1.100","25.100","0.590","1000.400","","0.000","-99.000","-99.000","-99.000","32.500","","23.600",""
"C0V610","2019-09-19 23:00:00","22.000","355.000","2.600","25.300","0.710","1004.500","","0.000","-99.000","-99.000","-99.000","31.300","","24.600",""
"C0E610","2019-09-19 23:00:00","850.000","53.000","0.300","18.100","0.740","915.500","","0.000","-99.000","-99.000","-99.000","23.900","","17.100",""
"C0R280","2019-09-19 23:00:00","242.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V450","2019-09-19 23:00:00","51.000","354.000","1.800","25.400","0.750","1001.000","","0.000","-99.000","-99.000","-99.000","30.100","","24.500",""
"C0M720","2019-09-19 23:00:00","225.000","118.000","0.300","22.300","0.860","981.900","","0.000","-99.000","-99.000","-99.000","30.200","","22.000",""
"C0AD10","2019-09-19 23:00:00","27.000","26.000","4.200","25.400","0.690","1007.400","","0.000","12.900","30.000","","27.500","","24.600",""
"C0Z180","2019-09-19 23:00:00","34.000","0.000","0.200","24.600","0.740","1002.800","","0.000","-99.000","-99.000","-99.000","30.300","","24.000",""
"C0K420","2019-09-19 23:00:00","42.000","20.000","3.300","23.800","0.710","1002.600","","0.000","-99.000","-99.000","-99.000","30.800","","23.500",""
"C0X290","2019-09-19 23:00:00","10.000","24.000","6.800","24.800","0.750","1006.300","","0.000","-99.000","-99.000","-99.000","29.300","","24.700",""
"C0U760","2019-09-19 23:00:00","22.000","1.000","0.400","26.200","0.590","1007.600","","0.000","8.000","275.000","","29.600","","25.000",""
"C0U780","2019-09-19 23:00:00","15.000","321.000","2.000","25.100","0.650","1008.800","","0.000","-99.000","-99.000","-99.000","28.500","","22.900",""
"C0H9C0","2019-09-19 23:00:00","3402.000","354.000","2.100","9.500","0.670","675.500","","0.000","-99.000","-99.000","-99.000","21.500","","6.800",""
"C0V650","2019-09-19 23:00:00","28.000","16.000","2.400","25.200","0.610","1005.900","","0.000","-99.000","-99.000","-99.000","30.500","","24.500",""
"C0K470","2019-09-19 23:00:00","97.000","77.000","0.600","21.700","0.960","996.400","","0.000","-99.000","-99.000","-99.000","32.100","","21.700",""
"C0T9N0","2019-09-19 23:00:00","261.000","73.000","0.700","23.100","0.860","978.600","","0.000","-99.000","-99.000","-99.000","29.800","","21.500",""
"C0Z070","2019-09-19 23:00:00","247.000","188.000","0.400","23.000","0.850","979.600","","0.000","-99.000","-99.000","-99.000","29.000","","21.600",""
"C0Z280","2019-09-19 23:00:00","224.000","185.000","2.100","23.000","0.730","983.400","","0.000","-99.000","-99.000","-99.000","28.800","","21.200",""
"C0SA40","2019-09-19 23:00:00","200.000","0.000","0.000","23.500","0.890","985.500","","0.000","-99.000","-99.000","-99.000","30.400","","20.800",""
"C0V440","2019-09-19 23:00:00","27.000","310.000","2.200","24.900","0.680","1003.600","","0.000","-99.000","-99.000","-99.000","30.800","","24.900",""
"C0K280","2019-09-19 23:00:00","23.000","27.000","5.200","24.600","0.740","1007.100","","0.000","-99.000","-99.000","-99.000","30.300","","24.500",""
"C0M650","2019-09-19 23:00:00","20.000","11.000","3.600","24.100","0.710","1005.500","","0.000","-99.000","-99.000","-99.000","30.300","","23.900",""
"C0S910","2019-09-19 23:00:00","212.000","43.000","13.200","26.000","0.700","984.100","","0.000","18.600","36.000","","26.200","","25.200",""
"C0D570","2019-09-19 23:00:00","15.000","93.000","0.300","22.600","0.960","1009.000","","0.500","-99.000","-99.000","-99.000","29.200","","22.600",""
"C0M710","2019-09-19 23:00:00","15.000","9.000","4.200","24.600","0.730","1006.000","","0.000","9.300","10.000","","29.300","","24.600",""
"C0V490","2019-09-19 23:00:00","20.000","5.000","1.200","25.900","0.670","1005.000","","0.000","-99.000","-99.000","-99.000","30.100","","25.900",""
"C0E870","2019-09-19 23:00:00","34.000","31.000","4.600","24.600","0.720","1007.200","","0.000","12.200","46.000","","29.000","","24.500",""
"C0M800","2019-09-19 23:00:00","440.000","0.000","0.000","23.800","0.890","958.600","","0.000","-99.000","-99.000","-99.000","28.900","","22.100",""
"C0A570","2019-09-19 23:00:00","360.000","213.000","1.300","20.000","0.980","971.200","","5.500","-99.000","-99.000","-99.000","21.700","","19.400",""
"C0S790","2019-09-19 23:00:00","236.000","281.000","2.400","22.900","0.850","982.300","","0.000","-99.000","-99.000","-99.000","28.900","","21.300",""
"C0D590","2019-09-19 23:00:00","143.000","46.000","4.000","24.000","0.750","995.300","","0.500","9.300","33.000","","27.400","","21.900",""
"C0U990","2019-09-19 23:00:00","31.000","62.000","0.600","24.700","0.730","1007.800","","0.000","-99.000","-99.000","-99.000","28.200","","22.100",""
"C0M700","2019-09-19 23:00:00","150.000","0.000","0.000","22.800","0.910","991.100","","0.000","-99.000","-99.000","-99.000","32.000","","22.300",""
"C0A970","2019-09-19 23:00:00","96.000","346.000","12.100","24.100","0.890","998.800","","0.000","18.600","9.000","","26.300","","23.600",""
"CM0110","2019-09-19 23:00:00","7.000","49.000","6.700","24.900","0.690","1007.100","","0.000","15.200","53.000","","28.600","","24.800",""
"C0S940","2019-09-19 23:00:00","150.000","329.000","1.400","25.300","0.650","989.700","","0.000","-99.000","-99.000","-99.000","28.100","","24.200",""
"C0X250","2019-09-19 23:00:00","33.000","23.000","2.000","23.700","0.740","1003.700","","0.000","-99.000","-99.000","-99.000","31.400","","23.200",""
"C0K520","2019-09-19 23:00:00","10.000","16.000","4.600","24.500","0.720","1005.600","","0.000","-99.000","-99.000","-99.000","29.200","","24.500",""
"C0Z200","2019-09-19 23:00:00","153.000","216.000","0.600","22.900","0.980","990.900","","0.000","-99.000","-99.000","-99.000","28.400","","21.800",""
"C0V740","2019-09-19 23:00:00","60.000","317.000","1.500","24.200","0.820","1001.200","","0.000","-99.000","-99.000","-99.000","31.100","","24.200",""
"C0V790","2019-09-19 23:00:00","410.000","0.000","0.000","23.900","0.910","960.700","","0.000","-99.000","-99.000","-99.000","30.100","","23.000",""
"C0G860","2019-09-19 23:00:00","45.000","342.000","1.500","25.000","0.620","1000.700","","0.000","-99.000","-99.000","-99.000","32.600","","24.900",""
"C0F0A0","2019-09-19 23:00:00","3587.000","87.000","0.500","8.500","0.670","662.800","","0.000","6.000","119.000","","12.900","","4.900",""
"C0Z250","2019-09-19 23:00:00","1124.000","274.000","1.100","16.400","0.990","886.200","","1.000","-99.000","-99.000","-99.000","25.800","","15.700",""
"C0K440","2019-09-19 23:00:00","35.000","351.000","4.700","23.600","0.760","1003.800","","0.000","-99.000","-99.000","-99.000","29.500","","23.300",""
"C0T900","2019-09-19 23:00:00","160.000","265.000","0.500","23.300","0.740","987.700","","0.000","-99.000","-99.000","-99.000","30.000","","21.900",""
"C0F9V0","2019-09-19 23:00:00","525.000","6.000","0.500","19.900","0.860","951.200","","0.000","-99.000","-99.000","-99.000","28.600","","19.200",""
"C0UA20","2019-09-19 23:00:00","2619.000","291.000","0.800","8.000","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","16.400","","4.500",""
"C0M850","2019-09-19 23:00:00","695.000","0.000","0.000","21.600","0.980","929.900","","0.000","-99.000","-99.000","-99.000","28.400","","20.900",""
"C0G790","2019-09-19 23:00:00","27.000","16.000","1.500","25.000","0.680","1006.000","","0.000","7.200","7.000","","32.000","","24.900",""
"C0C620","2019-09-19 23:00:00","19.000","25.000","3.700","25.200","0.740","1007.400","","0.000","10.800","27.000","","27.900","","23.700",""
"C0I360","2019-09-19 23:00:00","300.000","0.000","0.000","22.900","0.800","973.000","","0.000","-99.000","-99.000","-99.000","31.000","","22.400",""
"C0M810","2019-09-19 23:00:00","1354.000","358.000","0.300","18.300","0.990","862.300","","0.000","-99.000","-99.000","-99.000","23.200","","17.000",""
"C0AC80","2019-09-19 23:00:00","40.000","0.000","0.200","22.600","0.930","1006.100","","2.000","-99.000","-99.000","-99.000","26.700","","21.600",""
"CM0140","2019-09-19 23:00:00","26.000","336.000","0.700","26.100","0.610","1004.600","","0.000","-99.000","-99.000","-99.000","29.700","","26.100",""
"C0SA20","2019-09-19 23:00:00","857.000","0.000","0.000","19.800","0.940","914.100","","0.000","-99.000","-99.000","-99.000","23.000","","18.300",""
"C0K490","2019-09-19 23:00:00","91.000","52.000","0.500","23.600","0.800","996.900","","0.000","-99.000","-99.000","-99.000","32.600","","22.700",""
"C0V820","2019-09-19 23:00:00","441.000","0.000","0.200","22.900","0.980","960.100","","0.500","-99.000","-99.000","-99.000","30.400","","22.000",""
"C0S810","2019-09-19 23:00:00","65.000","330.000","3.200","24.600","0.780","1002.100","","0.000","-99.000","-99.000","-99.000","30.400","","23.900",""
"C0R580","2019-09-19 23:00:00","10.000","352.000","2.200","26.400","0.770","1005.600","","0.000","-99.000","-99.000","-99.000","30.500","","25.400",""
"C0Z330","2019-09-19 23:00:00","488.000","148.000","0.600","21.800","0.770","955.100","","0.000","-99.000","-99.000","-99.000","28.900","","19.700",""
"C0E590","2019-09-19 23:00:00","40.000","26.000","4.400","23.800","0.790","1003.200","","0.000","12.400","26.000","","29.400","","23.800",""
"C0D540","2019-09-19 23:00:00","227.000","51.000","2.600","21.800","0.880","985.900","","0.000","-99.000","-99.000","-99.000","26.300","","21.800",""
"C0U600","2019-09-19 23:00:00","10.000","352.000","2.200","24.700","0.760","1008.400","","0.000","-99.000","-99.000","-99.000","28.600","","22.000",""
"C0G820","2019-09-19 23:00:00","29.000","19.000","0.700","24.800","0.720","1003.400","","0.000","-99.000","-99.000","-99.000","33.400","","24.800",""
"C0R590","2019-09-19 23:00:00","72.000","9.000","2.100","25.000","0.860","998.700","","0.000","-99.000","-99.000","-99.000","30.800","","25.000",""
"C0A9E0","2019-09-19 23:00:00","26.000","1.000","1.500","24.800","0.740","1008.200","","0.000","-99.000","-99.000","-99.000","27.700","","24.200",""
"C0R480","2019-09-19 23:00:00","57.000","294.000","0.700","26.000","0.780","1000.500","","0.000","-99.000","-99.000","-99.000","31.700","","25.100",""
"C0X300","2019-09-19 23:00:00","70.000","0.000","0.000","22.300","0.920","999.300","","0.000","-99.000","-99.000","-99.000","33.000","","22.000",""
"C0U970","2019-09-19 23:00:00","7.000","352.000","0.400","24.600","0.750","1010.100","","0.000","-99.000","-99.000","-99.000","29.700","","23.000",""
"C0M750","2019-09-19 23:00:00","10.000","24.000","5.400","24.600","0.710","1006.200","","0.000","-99.000","-99.000","-99.000","29.700","","24.500",""
"C0I110","2019-09-19 23:00:00","161.000","61.000","1.000","23.600","0.770","989.700","","0.000","-99.000","-99.000","-99.000","32.300","","23.300",""
"C0V370","2019-09-19 23:00:00","74.000","27.000","0.300","23.200","0.860","999.400","","0.000","-99.000","-99.000","-99.000","30.800","","22.700",""
"C0C690","2019-09-19 23:00:00","242.000","53.000","3.300","22.400","0.770","983.600","","3.500","10.000","56.000","","25.000","","21.500",""
"C0A540","2019-09-19 23:00:00","401.000","350.000","0.300","19.800","0.990","964.300","","8.500","-99.000","-99.000","-99.000","22.800","","19.000",""
"C0H950","2019-09-19 23:00:00","192.000","0.000","0.000","21.900","0.990","986.600","","0.000","-99.000","-99.000","-99.000","32.700","","21.700",""
"C0O960","2019-09-19 23:00:00","112.000","22.000","1.600","22.600","0.820","994.600","","0.000","-99.000","-99.000","-99.000","31.200","","22.300",""
"C0AH10","2019-09-19 23:00:00","30.000","239.000","0.900","24.600","0.840","1006.200","","0.500","-99.000","-99.000","-99.000","28.500","","23.600",""
"C0R680","2019-09-19 23:00:00","13.000","43.000","1.400","26.500","-99.000","1005.700","","0.000","-99.000","-99.000","-99.000","29.300","","26.200",""
"C0X210","2019-09-19 23:00:00","38.000","348.000","1.200","23.800","0.780","1001.400","","0.000","-99.000","-99.000","-99.000","31.400","","23.400",""
"C0D430","2019-09-19 23:00:00","87.000","33.000","0.400","23.500","0.840","999.600","","0.000","-99.000","-99.000","-99.000","28.200","","23.500",""
"C0AD30","2019-09-19 23:00:00","20.000","4.000","1.300","24.900","0.740","1006.500","","1.500","-99.000","-99.000","-99.000","28.200","","24.200",""
"C0R240","2019-09-19 23:00:00","87.000","27.000","0.700","24.800","0.980","996.900","","0.000","-99.000","-99.000","-99.000","30.800","","23.500",""
"C0AI30","2019-09-19 23:00:00","26.000","209.000","2.400","24.700","0.840","1008.600","","0.000","-99.000","-99.000","-99.000","27.700","","24.500",""
"C0U960","2019-09-19 23:00:00","1885.000","1.000","8.300","12.100","0.990","811.800","","0.000","13.900","28.000","","14.400","","9.200",""
"C0T9E0","2019-09-19 23:00:00","415.000","227.000","1.400","22.600","0.720","962.000","","0.000","-99.000","-99.000","-99.000","26.900","","20.400",""
"C0D550","2019-09-19 23:00:00","1956.000","0.000","0.200","10.900","0.900","809.500","","0.000","-99.000","-99.000","-99.000","19.000","","10.200",""
"C0E550","2019-09-19 23:00:00","84.000","55.000","3.900","23.900","0.800","1000.900","","0.000","9.300","56.000","","27.700","","23.900",""
"C0AI20","2019-09-19 23:00:00","25.000","17.000","12.800","25.100","0.760","1006.900","","0.000","-99.000","-99.000","-99.000","26.500","","25.100",""
"C0R490","2019-09-19 23:00:00","49.000","264.000","0.700","25.600","0.800","1001.000","","0.000","-99.000","-99.000","-99.000","31.500","","25.500",""
"C1R340","2019-09-19 23:00:00","230.000","-99.000","-99.000","-99.000","0.920","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0B010","2019-09-19 23:00:00","38.000","19.000","5.200","25.300","0.770","1003.900","","1.000","11.500","10.000","","27.000","","24.800",""
"C0X230","2019-09-19 23:00:00","29.000","5.000","2.500","23.300","0.760","1005.500","","0.000","-99.000","-99.000","-99.000","31.000","","23.100",""
"C0S770","2019-09-19 23:00:00","375.000","305.000","1.200","21.400","0.930","965.700","","0.000","-99.000","-99.000","-99.000","26.600","","20.700",""
"C0H890","2019-09-19 23:00:00","440.000","287.000","1.300","22.600","0.820","957.800","","0.000","-99.000","-99.000","-99.000","31.100","","21.300",""
"C0K480","2019-09-19 23:00:00","56.000","9.000","2.600","23.400","0.740","1000.900","","0.000","-99.000","-99.000","-99.000","30.500","","23.300",""
"C0R540","2019-09-19 23:00:00","17.000","26.000","1.600","26.700","0.860","1004.600","","0.000","-99.000","-99.000","-99.000","30.600","","25.700",""
"C0Z160","2019-09-19 23:00:00","124.000","186.000","1.100","23.100","0.830","994.000","","0.000","-99.000","-99.000","-99.000","30.200","","18.900",""
"C0AH50","2019-09-19 23:00:00","275.000","21.000","4.800","22.800","0.990","979.900","","1.000","9.900","20.000","","24.600","","22.300",""
"C0F850","2019-09-19 23:00:00","379.000","0.000","0.000","21.100","0.830","965.000","","0.000","-99.000","-99.000","-99.000","28.700","","20.000",""
"C0G800","2019-09-19 23:00:00","15.000","31.000","6.700","24.100","0.760","1005.500","","0.000","14.300","43.000","","29.500","","24.100",""
"C0U890","2019-09-19 23:00:00","116.000","264.000","3.500","23.500","0.700","998.500","","0.500","-99.000","-99.000","-99.000","27.400","","21.800",""
"C0F860","2019-09-19 23:00:00","2215.000","85.000","0.700","10.600","1.000","779.200","","0.000","-99.000","-99.000","-99.000","21.900","","8.800",""
"CM0170","2019-09-19 23:00:00","106.000","106.000","1.400","23.200","0.740","996.400","","0.000","-99.000","-99.000","-99.000","31.500","","22.500",""
"C0B020","2019-09-19 23:00:00","86.000","348.000","8.500","24.800","0.990","998.500","","0.000","16.700","11.000","","26.000","","24.800",""
"C0I390","2019-09-19 23:00:00","1184.000","274.000","0.600","19.300","1.000","882.200","","0.000","-99.000","-99.000","-99.000","26.200","","16.400",""
"C0T9D0","2019-09-19 23:00:00","7.000","42.000","3.600","28.400","0.610","1006.500","","0.000","13.900","48.000","","32.400","","27.200",""
"C0E520","2019-09-19 23:00:00","320.000","94.000","0.800","21.300","0.820","972.800","","0.000","-99.000","-99.000","-99.000","29.000","","18.800",""
"C0C460","2019-09-19 23:00:00","482.000","0.000","0.000","18.800","0.980","957.900","","2.000","-99.000","-99.000","-99.000","22.900","","18.700",""
"C0AI40","2019-09-19 23:00:00","37.000","358.000","2.700","24.900","0.690","1006.900","","0.500","-99.000","-99.000","-99.000","27.400","","23.900",""
"C0O930","2019-09-19 23:00:00","69.000","0.000","0.200","22.000","0.930","1000.200","","0.000","-99.000","-99.000","-99.000","31.000","","21.900",""
"C0T870","2019-09-19 23:00:00","135.000","0.000","0.200","20.800","0.930","991.900","","0.000","-99.000","-99.000","-99.000","30.000","","20.200",""
"C0A920","2019-09-19 23:00:00","196.000","25.000","3.600","23.300","0.940","988.100","","0.000","9.900","34.000","","26.100","","23.000",""
"C0A940","2019-09-19 23:00:00","49.000","25.000","2.200","24.900","0.780","1005.600","","0.000","8.800","143.000","","27.700","","24.600",""
"C0S740","2019-09-19 23:00:00","289.000","151.000","0.800","22.100","0.940","976.100","","0.000","-99.000","-99.000","-99.000","29.800","","21.200",""
"C0U980","2019-09-19 23:00:00","573.000","328.000","4.200","19.500","0.980","947.400","","3.000","10.500","318.000","","23.300","","18.900",""
"C0V250","2019-09-19 23:00:00","298.000","112.000","0.600","23.000","0.980","973.600","","0.000","-99.000","-99.000","-99.000","30.800","","22.800",""
"C0AH70","2019-09-19 23:00:00","34.000","69.000","0.900","25.300","0.650","1007.300","","0.500","-99.000","-99.000","-99.000","27.900","","24.200",""
"C0M760","2019-09-19 23:00:00","40.000","16.000","1.100","24.100","0.740","1003.100","","0.000","-99.000","-99.000","-99.000","32.000","","23.700",""
"C0O950","2019-09-19 23:00:00","4.000","349.000","1.400","24.700","0.730","1006.200","","0.000","-99.000","-99.000","-99.000","30.900","","24.100",""
"C0F9A0","2019-09-19 23:00:00","425.000","45.000","0.700","21.100","0.790","959.500","","0.000","-99.000","-99.000","-99.000","32.700","","21.000",""
"C0A9F0","2019-09-19 23:00:00","35.000","5.000","1.200","25.200","0.730","1007.500","","0.000","-99.000","-99.000","-99.000","28.100","","24.700",""
"C0I460","2019-09-19 23:00:00","110.000","69.000","1.200","24.700","0.680","995.100","","0.000","-99.000","-99.000","-99.000","31.700","","24.500",""
"C0W160","2019-09-19 23:00:00","49.000","52.000","15.900","25.900","0.640","1001.500","","0.000","-99.000","-99.000","-99.000","26.500","","25.300",""
"C0E420","2019-09-19 23:00:00","19.000","41.000","2.900","23.000","0.850","1006.400","","0.000","-99.000","-99.000","-99.000","28.500","","23.000",""
"C0R190","2019-09-19 23:00:00","32.000","154.000","0.300","26.300","0.950","1002.700","","0.000","-99.000","-99.000","-99.000","31.300","","23.800",""
